X,Y,OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear
-123.177537773,47.2524017170001,2811,2021/12/31 08:00:00+00,102,102,,,1.33,3400,7.2399998,1.73,0.1,Bothways,After Milepost 1.32 A: LEFT INTERSECTION EELLS HILL RD,{BCA6577F-15AE-4F75-B3BA-EFAA4280577D},2021
-117.704477619,47.5503003540001,2812,2021/12/31 08:00:00+00,902,902,,,4.0500002,1900,,,,Bothways,Before Milepost 4.06 A: RIGHT INTERSECTION SIMPSON LOOP,{099EA31D-A5D5-439C-9C42-8B21F458675F},2021
-120.610680685,47.034458752,2813,2021/12/31 08:00:00+00,097,097,,,121.25,4600,7.8800001,7.5300002,1.11,Bothways,Before Milepost 136.61 A: LEFT INTERSECTION SR 10,{D5D3568F-948A-4F96-B2CC-BD7E4D4DA2D3},2021
-117.413576541,48.7284377830001,2814,2021/12/31 08:00:00+00,031,031,,,3.0899999,1600,9.4499998,2.5,0.43000001,Bothways,"Before Milepost 3.10 A: RIGHT INTERSECTION SULLIVAN LAKE RD,  LEFT INTERSECTION ELIZABETH AVE",{D00AB417-A66C-4E12-8D1C-5D2502995A56},2021
-122.918459729,47.3107546860001,2815,2021/12/31 08:00:00+00,003,003,,,14.23,8200,,,,Bothways,Before Milepost 14.24 A: LEFT INTERSECTION MASON-BENSON RD,{1DD2A712-11FF-4C8E-B0FF-A9FA42A3F492},2021
-122.108696459,47.913132579,2816,2021/12/31 08:00:00+00,009,009,,,9.3999996,28000,,,,Bothways,"Before Milepost 9.41 A: RIGHT OFF RAMP SECOND ST,  LEFT ON RAMP SECOND ST",{3678A89C-DC10-4D12-A2E6-9A54A38CDF67},2021
-122.627159345,47.565015976,2817,2021/12/31 08:00:00+00,304,304,,,2.8900001,8000,,,,Bothways,"Before Milepost 2.91 A: LEFT INTERSECTION BURWELL ST,  LEFT INTERSECTION PACIFIC AVE",{AECCCE2D-FEBB-4EC4-9F93-CE17E5E4FB2A},2021
-122.649362155,47.8022553340001,2818,2021/12/31 08:00:00+00,003,003,,,55.830002,18000,,,,Bothways,"After Milepost 56.03 A: RIGHT INTERSECTION TYTLER RD NE,  LEFT INTERSECTION PIONEER WAY NW",{F03A3FD7-382E-431B-9B97-BF77ACDE743A},2021
-122.335427608,47.434098007,2819,2021/12/31 08:00:00+00,509,509,,,26.299999,12000,,,,Bothways,After Milepost 22.54 A: LEFT INTERSECTION NORMANDY PARK DR SW,{3E5158FB-F6ED-4671-B4D5-38BEA7067E18},2021
-122.294820831,47.257697121,2820,2021/12/31 08:00:00+00,161,161,,,33.84,23000,,,,Bothways,After Milepost 33.83 A: RIGHT INTERSECTION MILITARY RD S,{CF44A3CF-9026-4199-843F-C41C85FF336F},2021
-122.203394931,48.187823247,2821,2021/12/31 08:00:00+00,530,530,,,0,15000,4.5700002,4.2199998,0.44,Bothways,"At Milepost 16.95 A: BEGIN BOTHWAYS BRIDGE SR 5, BEGIN ROUTE",{179D75F0-D013-4A22-A30B-A790F1233594},2021
-122.623051257,47.4323113790001,2822,2021/12/31 08:00:00+00,016,016,,,18.02,51000,,,,Bothways,"At Milepost 20.10 A: BEGIN INCREASING BRIDGE SE BURLEY-OLALLA RD,  BEGIN DECREASING BRIDGE SE BURLEY-OLALLA RD",{32238020-EEFF-48EF-B27E-08ADE7EFE06B},2021
-119.202167815,46.149908743,2823,2021/12/31 08:00:00+00,082,082,,,113.85,23000,,,,Bothways,Before Milepost 113.89 A: LEFT ON RAMP SR 397,{9B9B1223-E0F1-443D-91A7-20E7A9B5AA5E},2021
-117.505484565,46.832970136,2824,2021/12/31 08:00:00+00,026,026,,,125.25,3100,,,,Bothways,"After Milepost 125.16 A: RIGHT INTERSECTION SOMMERS RD,  LEFT INTERSECTION UNION FLAT CREEK RD",{2E46D404-AE96-4CE9-98E0-A90FEBDFAAFC},2021
-119.632721986,46.1868063060001,2825,2021/12/31 08:00:00+00,221,221,,,18.68,2000,4.5100002,26.700001,4.98,Bothways,After Milepost 18.79 A: RIGHT INTERSECTION PERAULT RD,{B123E114-58C9-42FD-A567-B9FE15EA49DF},2021
-118.708947321,47.7594087310001,2826,2021/12/31 08:00:00+00,002,002,,,213.47,4000,,,,Bothways,"After Milepost 221.54 A: RIGHT INTERSECTION SR 21,  LEFT INTERSECTION WEST ST",{BE8AAA8F-AA01-45BD-AEAC-7D7058694A04},2021
-117.193525802,46.733371016,2827,2021/12/31 08:00:00+00,270,270,,,1.58,8900,,,,Bothways,"After Milepost 1.57 A: RIGHT INTERSECTION OLD WAWAWAI RD,  LEFT ENTRANCE/EXIT WSDOT SHOP",{D468952D-2698-41D1-B422-DB76179A3811},2021
-123.915383163,47.1846198280001,2828,2021/12/31 08:00:00+00,101,101,,,104.13,2700,7.25,4.3000002,1.12,Bothways,At Milepost 104.55 A: PERMANENT TRAFFIC RECORDER R054,{3DEA777E-2952-4E7D-BA68-5DD35CDB3348},2021
-122.552491679,47.121101996,2829,2021/12/31 08:00:00+00,005,005,,,123.02,134000,,,,Bothways,After Milepost 122.95 A: RIGHT ON RAMP BERKELEY ST,{C0734B40-ACFE-4A35-BD36-C9557E550411},2021
-123.12878105,47.21197634,2830,2021/12/31 08:00:00+00,101,101,,,345.48999,17000,,,,Bothways,Before Milepost 346.47 A: LEFT ON RAMP SHELTON-MATLOCK RD,{E7828336-03E0-48D0-B7D0-7963A2A5E3B3},2021
-122.159686012,48.240267841,2831,2021/12/31 08:00:00+00,009,009,,,32.740002,2400,5.73,3.0999999,0.68000001,Bothways,At Milepost 32.98 A: PERMANENT TRAFFIC RECORDER R083,{A4BA3B9A-8B66-4F59-9A41-439B8E6F56F4},2021
-122.257783294,47.487024886,2832,2021/12/31 08:00:00+00,900,900,,,1.8200001,21000,,,,Bothways,After Milepost 7.74 A: LEFT WYE CONNECTION S 129TH ST,{027F39D6-B769-435D-BF94-104E367B12F9},2021
-122.547949664,48.8172397170001,2833,2021/12/31 08:00:00+00,005,005,,,260.10999,37000,,,,Bothways,At Milepost 260.13 A: BOTHWAYS UNDERCROSSING SLATER RD,{25885CA6-A98E-45C1-8B41-BEB99E601507},2021
-119.242715718,47.0980286110001,2834,2021/12/31 08:00:00+00,017,017,,,43.189999,15000,4.0700002,4.71,1.03,Bothways,"After Milepost 50.67 A: RIGHT INTERSECTION S FRONTAGE RD,  LEFT OFF RAMP SR 90,  LEFT ON RAMP SR 90",{2FF13AB9-31E2-4DF7-995E-5343B0003FDC},2021
-122.364794825,45.997147651,2835,2021/12/31 08:00:00+00,503SPCOUGAR,503,SP,COUGAR,0.0099999998,1700,7.9099998,2.49,0.13,Bothways,"After Milepost 31.31 A: BOTHWAYS INTERSECTION SR 503, BEGIN ROUTE",{649EF87B-6365-4A66-9628-C11E6DEB06FA},2021
-123.073061118,47.347400447,2836,2021/12/31 08:00:00+00,106,106,,,6.9099998,2400,4.1100001,0.86000001,0.2,Bothways,After Milepost 6.90 A: RIGHT INTERSECTION E DALBY RD,{1F716963-66C6-46B0-BEC1-CF9A7159C4D0},2021
-118.340413138,46.0740277450001,2837,2021/12/31 08:00:00+00,012,012,,,334.06,14000,,,,Bothways,After Milepost 336.76 A: RIGHT ON RAMP 2ND AVE,{5D4E1227-CF37-4926-9599-EDCDF8B5F323},2021
-122.890121618,46.5836187830001,2838,2021/12/31 08:00:00+00,005LX07105,005,LX,07105,0.059999999,4100,7.48,4.52,0.28,Bothways,"On LX RAMP (NAPAVINE ROAD) After RIGHT OFF RAMP S107090,  LEFT ON RAMP R107141",{6065A255-FD51-4ACA-8105-6E97CF8FDBF5},2021
-121.526674196,47.395040511,2839,2021/12/31 08:00:00+00,090,090,,,43.91,37000,,,,Bothways,"At Milepost 45.52 A: BEGIN INCREASING BRIDGE FS RD 9030,  BEGIN DECREASING BRIDGE FS RD 9030",{103F66C8-106E-4B34-9FF9-18987DDFF3FF},2021
-122.322572176,47.6421165140001,2840,2021/12/31 08:00:00+00,005,005,,,168.03999,144000,,,,Bothways,At Milepost 168.06 A: INCREASING UNDERCROSSING SR 520 WB,{97E8F81E-8124-425C-9E0E-E47E466FE0AD},2021
-122.347264333,47.6648437150001,2841,2021/12/31 08:00:00+00,099,099,,,29.24,32000,,,,Bothways,Before Milepost 35.67 A: BOTHWAYS INTERSECTION N 50TH ST,{7CEB19BC-0B0B-4C33-989A-1069F8EEB20D},2021
-117.90300196,48.4911508390001,2842,2021/12/31 08:00:00+00,395,395,,,230.5,7600,8.4499998,5.4899998,0.93000001,Bothways,Before Milepost 225.77 A: LEFT INTERSECTION ORIN RICE RD,{D7A5879C-C7FD-41C5-80E8-201D56CE3B2B},2021
-122.664462555,45.75678457,2843,2021/12/31 08:00:00+00,005,005,,,9.9499998,114000,,,,Bothways,After Milepost 9.94 A: RIGHT ON RAMP OLD SR 502*NE 179TH ST,{4B13BA92-1C06-4350-ADED-8EC71DCA0E76},2021
-122.293614248,47.3927058370001,2844,2021/12/31 08:00:00+00,516,516,,,1.87,34000,3.04,1.48,0.029999999,Bothways,Before Milepost 1.88 A: LEFT WYE CONNECTION 30TH AVE S,{758A9F25-9DA9-47F4-B3B8-1C3BDE4D9640},2021
-122.258326068,47.28070955,2845,2021/12/31 08:00:00+00,167,167,,,14.05,101000,,,,Bothways,After Milepost 12.80 A: RIGHT ON RAMP ELLINGSON RD,{DB7EEFE7-2E7D-404B-A5F4-469CE264606C},2021
-122.445086456,48.7767671940001,2846,2021/12/31 08:00:00+00,542,542,,,0.94,18000,,,,Bothways,"After Milepost 0.93 A: RIGHT INTERSECTION WOBURN ST,  LEFT INTERSECTION HANNEGAN RD",{F28F60F7-7DF6-4A13-86BF-236AD316EE79},2021
-118.54734438,46.7949840840001,2847,2021/12/31 08:00:00+00,021,021,,,11.65,130,6.9200001,7.6900001,0.76999998,Bothways,After Milepost 11.64 A: BOTHWAYS INTERSECTION SR 26,{7924A2FA-8BDD-4536-969E-C8134A44ECB9},2021
-119.003415171,47.964064534,2848,2021/12/31 08:00:00+00,174,174,,,19.540001,740,15.82,7.4200001,0.97000003,Bothways,Before Milepost 19.55 A: LEFT INTERSECTION SR 174 SPCRWNPT (SPUR),{B107592B-C3B7-49EF-98F0-6C981E0ADE80},2021
-122.400304386,45.586904093,2849,2021/12/31 08:00:00+00,500,500,,,21,8900,,,,Bothways,"After Milepost 19.15 A: LEFT INTERSECTION NE 3RD AVE,  LEFT INTERSECTION NE GARFIELD ST",{E0AF019A-10B6-42F4-B768-4ACAC77FF34A},2021
-122.448111035,47.097011261,2850,2021/12/31 08:00:00+00,704,704,,,0.0099999998,23000,3.02,2.5699999,0.13,Bothways,"After Milepost 5.29 A: LEFT INTERSECTION SPANAWAY LOOP RD, BEGIN ROUTE",{C9B4C5C1-8D39-4059-B052-EBC5699058DC},2021
-123.887250295,46.9793733550001,2851,2021/12/31 08:00:00+00,101COABERDN,101,CO,ABERDN,0.12,8800,,,,Eastbound,"After Milepost 87.60 A: RIGHT INTERSECTION SR 109 COHQUIAM (COUPLT),  RIGHT INTERSECTION 5TH ST",{08CDAD77-159E-42E9-BB5E-EBDFA18C8EF3},2021
-118.808309802,47.315418322,2852,2021/12/31 08:00:00+00,028,028,,,92,690,9.6899996,5.1300001,1.5700001,Bothways,After Milepost 87.92 A: BOTHWAYS INTERSECTION BATUM RD,{096396B2-E254-4C58-AE14-62847C72E1DC},2021
-119.97836946,46.30515797,2853,2021/12/31 08:00:00+00,241,241,,,7.4499998,3900,,,,Bothways,"Before Milepost 7.46 A: RIGHT OFF RAMP SR 82,  LEFT ON RAMP SR 82",{0D4DC725-A843-412F-9DB7-5AE25DD897B9},2021
-117.348914494,47.802012683,2854,2021/12/31 08:00:00+00,002,002,,,290.19,22000,3.27,1.5700001,0.079999998,Bothways,After Milepost 298.28 A: BOTHWAYS INTERSECTION DAY-MT SPOKANE RD,{8332AA83-40C8-4929-A3DD-1603BA343BD9},2021
-119.600445095,47.249857219,2855,2021/12/31 08:00:00+00,283,283,,,14.85,2900,9.0500002,6.3600001,2.9200001,Bothways,"Before Milepost 14.86 A: LEFT INTERSECTION SR 28, END ROUTE",{17BDE845-F9C6-431F-8F14-A389CC0FA80F},2021
-122.707321332,47.636607283,2856,2021/12/31 08:00:00+00,003,003,,,43.43,45000,,,,Bothways,At Milepost 43.48 A: BEGIN DECREASING BRIDGE NEWBERRY HILL RD,{2B1C9696-6D7A-4F43-964D-B4305190B48D},2021
-122.375757289,47.24699945,2857,2021/12/31 08:00:00+00,509,509,,,2.8099999,32000,7,5.9899998,0.41,Bothways,After Milepost 2.80 A: LEFT OFF RAMP PORT OF TACOMA RD,{F3CFBDCF-BBCA-45AA-A22E-56380715C257},2021
-120.393233551,46.556220577,2858,2021/12/31 08:00:00+00,024,024,,,4.48,8000,2.55,3.3900001,2.3800001,Bothways,After Milepost 4.47 A: LEFT WYE CONNECTION BELL RD,{73BCFF49-C01D-4BB2-BC88-D186B577841C},2021
-118.979605578,47.9657202540001,2859,2021/12/31 08:00:00+00,155,155,,,26.700001,3000,,,,Bothways,After Milepost 28.49 A: RIGHT INTERSECTION ROOSEVELT WAY,{4F4EBD54-2BC7-47D7-A2B0-8669332A361B},2021
-122.176812005,48.0518443990001,2860,2021/12/31 08:00:00+00,528,528,,,0.37,24000,2.8,1.38,0.16,Bothways,"After Milepost 0.36 A: RIGHT INTERSECTION SR 529,  LEFT INTERSECTION STATE AVE",{C04EFD14-15EC-4A5B-A054-00D313343F88},2021
-122.331280751,48.4108158780001,2861,2021/12/31 08:00:00+00,005,005,,,225.89999,62000,,,,Bothways,Before Milepost 225.94 A: LEFT ON RAMP SR 536,{62251363-96E3-4B55-A48D-E1AE33814B1A},2021
-122.760290648,48.11202882,2862,2021/12/31 08:00:00+00,020,020,,,12.57,840,4.48,3.25,0,Bothways,At Milepost 12.56 A: BEGIN FERRY ZONE,{9081B433-C4F3-47FC-BA77-0341619A850F},2021
-120.829126886,45.694160073,2863,2021/12/31 08:00:00+00,014SPMARYHL,014,SP,MARYHL,0.0099999998,1500,7.0300002,12.43,3.6199999,Bothways,"After Milepost 100.66 A: BOTHWAYS INTERSECTION SR 14, BEGIN ROUTE",{07A4D3CD-52CF-495D-90E3-5E281CF55AFA},2021
-122.263270535,47.8323977590001,2864,2021/12/31 08:00:00+00,405,405,,,30.299999,34000,,,,Bothways,"At Milepost 30.32 A: END INCREASING BRIDGE SR 5,  END DECREASING BRIDGE SR 5, END ROUTE",{7D01E707-353D-4D27-AE7F-59B0018546A4},2021
-122.565023594,46.54350249,2865,2021/12/31 08:00:00+00,122,122,,,1.95,750,,,,Bothways,After Milepost 1.94 A: LEFT WYE CONNECTION CINEBAR RD,{968EB662-0389-4E1D-8AD3-B583A6324474},2021
-118.395306545,47.111141065,2866,2021/12/31 08:00:00+00,090,090,,,218.2,11000,,,,Bothways,At Milepost 220.49 A: BOTHWAYS UNDERCROSSING OLD SR 395-1ST AVE,{8FB08E62-C704-4C60-B323-DB8994B3404C},2021
-118.170846836,48.4289753320001,2867,2021/12/31 08:00:00+00,025,025,,,66.349998,690,5.3600001,8.9799995,0.75,Bothways,After Milepost 66.34 A: RIGHT INTERSECTION ORIN-RICE RD,{7F43CC6A-3EA2-4EDF-9F38-D069E2BBE2B4},2021
-122.549966555,45.5969306360001,2868,2021/12/31 08:00:00+00,205,205,,,0,145000,,,,Bothways,"At Milepost 26.59 A: BEGIN BOTHWAYS BRIDGE COLUMBIA RIVER-SR 14, BEGIN ROUTE",{4C8AE403-BAA1-412A-8659-F91368851E88},2021
-120.437189161,47.5100529630001,2869,2021/12/31 08:00:00+00,002,002,,,113.16,24000,3.7,3.3199999,0.34999999,Bothways,At Milepost 113.10 A: PERMANENT TRAFFIC RECORDER P01,{E9916E42-080C-4EF0-B2FE-91874138F199},2021
-123.885728454,46.981078918,2870,2021/12/31 08:00:00+00,101,101,,,87.269997,9900,,,,Bothways,After Milepost 87.66 A: LEFT INTERSECTION SR 109,{726D737F-83A3-47C2-A547-307D7119D01B},2021
-122.203574726,47.4753328790001,2871,2021/12/31 08:00:00+00,405,405,,,3.3099999,163000,,,,Bothways,After Milepost 3.30 A: LEFT OFF RAMP SR 515,{3C6958D2-E9E5-4D91-989D-2AEC99EF92FF},2021
-122.935376163,46.9598184990001,2872,2021/12/31 08:00:00+00,005,005,,,99.849998,75000,,,,Bothways,After Milepost 99.77 A: RIGHT ON RAMP SR 121,{7D727CD1-99B0-4326-8F35-C5D1B2B2B75A},2021
-122.118016376,47.6671358300001,2873,2021/12/31 08:00:00+00,520,520,,,12.24,59000,,,,Bothways,Before Milepost 12.26 A: RIGHT OFF RAMP SR 202,{FAB57C1B-FA2B-4EDD-BFE8-AACE463445D4},2021
-123.387506763,47.0051795470001,2874,2021/12/31 08:00:00+00,008,008,,,0,17000,4.0599999,4.7600002,0.61000001,Bothways,"At Milepost 0.00 A: BEGIN ROUTE, BOTHWAYS MISCELLANEOUS FEATURE BEGIN AT BR 012/60N EPS",{59AA91BD-7F8F-4511-B63C-9D5024AB9628},2021
-117.645712102,47.8602396920001,2875,2021/12/31 08:00:00+00,291,291,,,18.42,1500,5.4400001,0.77999997,0,Bothways,After Milepost 18.41 A: LEFT INTERSECTION STONE LODGE RD,{E681C320-B197-49F6-84D8-386F23536159},2021
-122.32909678,47.7415531680001,2876,2021/12/31 08:00:00+00,005,005,,,175.11,182000,,,,Bothways,"Before Milepost 175.14 A: LEFT ON RAMP METRO TRANSIT, END INCREASING BRIDGE NE 155TH ST,  END DECREASING BRIDGE NE 155TH ST",{1B82ACFB-53FD-4EA7-B9CB-AC4B38A89F71},2021
-121.990581368,48.086681475,2877,2021/12/31 08:00:00+00,092,092,,,7.52,6400,,,,Bothways,After Milepost 7.51 A: BOTHWAYS ROUNDABOUT 100TH ST NE,{EDD7FBA4-B4C9-4EDC-845F-DE3F5DBF8430},2021
-122.376745899,47.7965096660001,2878,2021/12/31 08:00:00+00,104,104,,,25.67,17000,1.98,0.40000001,0,Bothways,After Milepost 25.70 A: LEFT INTERSECTION SR 104 W BND,{53E9995B-92A6-4A56-9DA8-89AA097A8575},2021
-122.075507894,47.5538272490001,2879,2021/12/31 08:00:00+00,090,090,,,13.12,107000,,,,Bothways,Before Milepost 15.06 A: RIGHT OFF RAMP SR 900,{31B7905A-26CE-44FD-831C-95B7B5496F8E},2021
-120.396307657,46.470967257,2880,2021/12/31 08:00:00+00,082,082,,,44.290001,26000,,,,Bothways,At Milepost 44.32 A: BOTHWAYS UNDERCROSSING DONALD RD,{E13B1845-72DF-4455-9426-AF303428C83E},2021
-122.292076528,47.400820201,2881,2021/12/31 08:00:00+00,005,005,,,149.82001,205000,,,,Bothways,After Milepost 149.83 A: LEFT OFF RAMP SR 516,{3CDBF528-0544-4075-8E99-E056AA7033C8},2021
-122.313404841,47.2981071570001,2882,2021/12/31 08:00:00+00,099,099,,,5.1100001,33000,,,,Bothways,After Milepost 8.75 A: RIGHT WYE CONNECTION 16TH AVE S,{8AC8FEE5-2312-4183-9187-82AD2861AC6F},2021
-118.850505033,46.660749385,2883,2021/12/31 08:00:00+00,395,395,,,62.299999,9700,,,,Bothways,After Milepost 55.73 A: RIGHT ON RAMP SR 260,{1C5E59DC-B0CB-493F-9AE2-69BFE70C7F64},2021
-122.921178437,46.146909253,2884,2021/12/31 08:00:00+00,004,004,,,60.91,21000,1.87,0.30000001,0,Bothways,Before Milepost 60.93 A: BOTHWAYS INTERSECTION 6TH AVE NW,{B858C68C-280F-452B-9897-32BB8E49293B},2021
-122.303544068,47.651699244,2885,2021/12/31 08:00:00+00,513,513,,,0.52999997,41000,,,,Bothways,After Milepost 0.52 A: LEFT WYE CONNECTION NE PACIFIC PL,{1BC84272-64C6-4F8A-A74D-2D3C14D887D5},2021
-122.636453466,47.5417838540001,2886,2021/12/31 08:00:00+00,166,166,,,2.8699999,15000,,,,Bothways,Before Milepost 2.90 A: BOTHWAYS INTERSECTION SIDNEY AVE,{D5E658F9-DD57-42F7-B1AB-350602EAD07E},2021
-122.485318442,48.89168369,2887,2021/12/31 08:00:00+00,539,539,,,7.52,17000,3.01,2.22,0.51999998,Bothways,"After Milepost 7.51 A: RIGHT ROUNDABOUT SR 544,  LEFT ROUNDABOUT W POLE RD",{CAA0EDE8-C189-4FCD-8936-55A3065B40FA},2021
-122.24157256,48.5105132040001,2888,2021/12/31 08:00:00+00,020,020,,,64.919998,20000,,,,Bothways,"After Milepost 65.35 A: RIGHT ROUNDABOUT SKAGIT WAY,  LEFT ROUNDABOUT PATRICK ST",{E7BBE0C3-07D9-4B5B-B36D-464C03312D68},2021
-119.291534481,47.1233863580001,2889,2021/12/31 08:00:00+00,171,171,,,1.98,19000,,,,Bothways,"Before Milepost 2.02 A: RIGHT WYE CONNECTION THIRD AVE,  LEFT INTERSECTION THIRD AVE",{10D88B44-F8D3-4363-BFB8-D61FD0698908},2021
-122.894411744,46.106942395,2890,2021/12/31 08:00:00+00,432,432,,,9.5699997,38000,,,,Bothways,"At Milepost 9.58 A: BEGIN INCREASING BRIDGE COWLITZ RIVER,  BEGIN DECREASING BRIDGE COWLITZ RIVER",{F9031E44-24A0-4BBD-BB5E-222CC950611B},2021
-122.749819274,48.987278856,2891,2021/12/31 08:00:00+00,548,548,,,13.07,3500,,,,Bothways,Before Milepost 13.08 A: RIGHT INTERSECTION 3RD ST,{BCE8EE06-25A1-4F33-BFA9-D3211A16C0FE},2021
-122.25190194,47.8572666220001,2892,2021/12/31 08:00:00+00,005,005,,,184.46001,172000,,,,Bothways,After Milepost 184.47 A: RIGHT ON RAMP 164TH ST SW,{A970E045-F473-4F74-AA9F-41E8C47AE75C},2021
-119.939624779,47.2327902220001,2893,2021/12/31 08:00:00+00,028,028,,,29.790001,11000,5.27,7.9099998,2.1300001,Bothways,"Before Milepost 25.73 A: RIGHT INTERSECTION WHITE TRAIL RD,  LEFT INTERSECTION U NW",{69DB3B92-7478-42DF-9D05-F2ECFB4116C2},2021
-119.316987299,46.3258462920001,2894,2021/12/31 08:00:00+00,240,240,,,26.9,6400,,,,Bothways,Before Milepost 26.91 A: BOTHWAYS INTERSECTION KINGSGATE WAY,{0F5101F6-3F7C-4B2A-A87D-8D7EB8514FFB},2021
-117.353150466,47.7873504190001,2895,2021/12/31 08:00:00+00,002,002,,,289.16,28000,,,,Bothways,"After Milepost 297.25 A: RIGHT INTERSECTION SR 206,  LEFT INTERSECTION HIGHLAND RD",{5605005C-1EB0-4EF3-AD27-388645927E27},2021
-117.053996982,46.7383528390001,2896,2021/12/31 08:00:00+00,270,270,,,9.0799999,16000,,,,Bothways,After Milepost 9.07 A: LEFT INTERSECTION PULLMAN AIRPORT RD,{A9C21C0F-59A0-46F9-95E5-F2B40F9B70B5},2021
-123.466850263,48.106355772,2897,2021/12/31 08:00:00+00,101,101,,,245.34,14000,,,,Bothways,Before Milepost 246.07 A: LEFT ON RAMP SR 117-TUMWATER TRUCK RD,{686A5967-6E7A-4482-B16D-C0BDC5590813},2021
-122.266903732,47.4935798720001,2898,2021/12/31 08:00:00+00,005,005,,,156.8,183000,,,,Bothways,Before Milepost 156.83 A: LEFT ON RAMP SR 900,{D808CE0F-478C-449D-85EA-B21E85FA0D28},2021
-118.503755894,48.9999434550001,2899,2021/12/31 08:00:00+00,021,021,,,191.28999,9,3.3099999,1.24,0,Bothways,At Milepost 191.34 A: END ROUTE,{17982057-27A4-4018-AB87-C68EC503506F},2021
-119.263415736,47.6384479480001,2900,2021/12/31 08:00:00+00,155,155,,,0.079999998,980,7.3800001,5.27,0.47999999,Bothways,"After Milepost 0.07 A: RIGHT WYE CONNECTION SR 2,  LEFT INTERSECTION FORDAIR RD",{6F943A38-EF3F-4A7A-96F4-642494239977},2021
-122.54775422,45.780670619,2901,2021/12/31 08:00:00+00,502,502,,,6.1100001,26000,,,,Bothways,"Before Milepost 6.12 A: BOTHWAYS INTERSECTION SR 503, END ROUTE",{32F1DA9C-F454-4117-941D-A35F6259A81F},2021
-122.228502315,47.923113551,2902,2021/12/31 08:00:00+00,526,526,,,3.47,58000,,,,Bothways,At Milepost 3.47 A: BOTHWAYS UNDERCROSSING PED XING,{6DE836A0-AA52-41C3-851A-D76169FE0C5B},2021
-122.182963204,47.9874382940001,2903,2021/12/31 08:00:00+00,005,005,,,194.46001,143000,,,,Bothways,Before Milepost 194.49 A: RIGHT OFF RAMP MARINE VIEW DR,{875F4A20-59A9-4E8E-BC79-8087B4CDAB17},2021
-122.177410335,47.3024960110001,2904,2021/12/31 08:00:00+00,018,018,,,7.1500001,54000,,,,Bothways,After Milepost 6.61 A: RIGHT ON RAMP AUBURN BLK DIAMOND RD,{682E2E8A-0D7E-452E-B9BC-D663145D7679},2021
-121.829675771,45.714894531,2905,2021/12/31 08:00:00+00,014,014,,,47.369999,7200,,,,Bothways,Before Milepost 47.47 A: LEFT ROUNDABOUT WIND RIVER RD,{3F64807F-1AC7-4293-8444-B1679981B91C},2021
-122.846517567,46.8590995910001,2906,2021/12/31 08:00:00+00,507,507,,,15.02,8100,,,,Bothways,After Milepost 14.69 A: LEFT INTERSECTION OLD HWY 99 N,{DAC5B641-2D94-453F-9BC1-96410EC8E966},2021
-124.214686717,48.1767751350001,2907,2021/12/31 08:00:00+00,112,112,,,23.059999,840,12.26,4.6799998,1.1,Bothways,After Milepost 23.12 A: RIGHT INTERSECTION SR 113-BURNT MTN RD,{A0A0E0D8-C810-4110-9062-5FD97D69540A},2021
-117.05888949,46.4199259810001,2908,2021/12/31 08:00:00+00,012,012,,,429.84,8200,,,,Bothways,Before Milepost 433.12 A: BOTHWAYS INTERSECTION 13TH ST,{3F8FB128-6FE7-4222-BE0B-7FBBFD337E93},2021
-122.14496571,47.782134968,2909,2021/12/31 08:00:00+00,522LX01409,522,LX,01409,0,27000,6.1199999,2.24,0.07,Bothways,On LX RAMP (SNO WOOD RD) At BOTHWAYS MISCELLANEOUS FEATURE SR 522 OXING SPS,{F1F8D048-3056-452B-88DA-D3AAF822490F},2021
-119.861401633,47.084932489,2910,2021/12/31 08:00:00+00,090,090,,,148.06,11000,,,,Bothways,At Milepost 149.78 A: BOTHWAYS UNDERCROSSING SR 281,{89ACC308-57CC-4A94-9017-3FC1A0780E2A},2021
-118.349268066,46.064054352,2911,2021/12/31 08:00:00+00,125,125,,,5.4099998,6300,,,,Bothways,After Milepost 5.41 A: BOTHWAYS INTERSECTION W ROSE ST,{8E0D9BF6-E57D-44EF-9CD3-99A252F57985},2021
-122.168983631,47.753454463,2912,2021/12/31 08:00:00+00,202,202,,,0.5,18000,,,,Bothways,Before Milepost 0.51 A: RIGHT INTERSECTION 128TH PL NE,{58593F29-CED5-4E16-91C4-19B4B9676F42},2021
-120.675063754,47.588648882,2913,2021/12/31 08:00:00+00,002,002,,,99.120003,9300,3.96,2.3099999,0.18000001,Bothways,After Milepost 99.05 A: RIGHT INTERSECTION ICICLE RD,{D040A382-BE9C-449A-9202-C7FE2DD01AAC},2021
-123.777526202,46.671058132,2914,2021/12/31 08:00:00+00,101,101,,,55.779999,8200,7.79,2.3199999,0.14,Bothways,At Milepost 55.78 A: BEGIN BOTHWAYS BRIDGE SKIDMORE SLOUGH,{BFAA2CB1-69D7-4326-9230-B578589C8F2A},2021
-119.054919233,46.1734707480001,2915,2021/12/31 08:00:00+00,397,397,,,13.9,7900,3.78,2.53,0.19,Bothways,After Milepost 13.89 A: BOTHWAYS INTERSECTION HANEY RD,{030314F8-923D-4E8F-9C40-E5E981D68959},2021
